0	8.699202
1	4.742131
2	2.709968
3	1.459454
4	0.838831
5	0.381649
6	0.167861
7	0.102342
8	0.052250
9	0.027140
10	0.012400
11	0.006561
12	0.003283
13	0.001541
14	0.000738
15	0.000393
16	0.000204
17	0.000106
18	0.000045
19	0.000020
20	0.000007
21	0.000003
22	0.000002
23	0.000001
24	0.000001
25	0.000001
26	16.000000
27	32.000000
28	28.000000
29	28.372484
30	35.732872
31	21.676775
